번호,사업장명,구,지번주소,좌표정보(X),좌표정보(Y)
1060,산체스짐,양천구,서울특별시 양천구 신정동 282 12번지 태양빌딩 2층 ,188589.393357723--,446035.845091931--
1061,미니휘트니스3,양천구,서울특별시 양천구 신정동 323 9번지 이스타빌 B동 201호208호 ,187734.983111761--,446030.714521005--
1062,칸 스포츠,양천구,서울특별시 양천구 신월동 994 9번지 2층 ,185660.569755988--,446216.954241004--
1063,청춘헬스,양천구,서울특별시 양천구 신정동 1183 5번지 지층 ,186901.467005408--,446420.057014711--
1064,트루그릿 피트니스,양천구,서울특별시 양천구 목동 908 34 부영그린타운3차,189519.862506193,448282.256149224
1065,FITNESS K,동대문구,서울특별시 동대문구 전농동 40,205220.658038651,452809.966304409
1066,케이불스 휘트니스 신월사거리점,양천구,서울특별시 양천구 신월동 81 21번지 ,184829.306182525--,448254.981721699--
1067,Play PT studio,양천구,서울특별시 양천구 목동 606 13번지 청원빌딩 ,187926.255963307--,449753.158413664--
1068,프라임짐,양천구,서울특별시 양천구 목동 799 8,188372.109543389,447864.750349991
1069,목동PT 임펄스핏,양천구,서울특별시 양천구 신정동 953 8 정우빌딩,187461.824121603,446998.181221133
1070,피트 짐 1호점,강서구,서울특별시 강서구 내발산동 669 6 301호,185584.646537729,450276.79933949
1071,어썸 플레이스 짐,강서구,서울특별시 강서구 마곡동 760번지 마곡나루역보타닉푸르지오시티 지층 B 104~B 110호 ,184650-------,451667-------
1072,대방 스포츠센터,강서구,서울특별시 강서구 마곡동 776번지 마곡파크뷰대방디엠시티오피스텔 209~211 213~223호 ,-,-
1073,엠스타 휘트니스,강서구,서울특별시 강서구 마곡동 794 1번지 우성에스비타워 11층 ,185660-------,450884-------
1074,POSTURE FIT,강서구,서울특별시 강서구 마곡동 800 4번지 발산W타워 310호,-,-
1075,안전지대 휘트니스,강서구,서울특별시 강서구 가양동 1480 6번지 탐라영재관 지하1층 ,186920.98482785-- ,451175.097220108--
1076,BELIEVE PT STUDIO,강서구,서울특별시 강서구 화곡동 1066 8번지 월드빌딩 2층 ,185557.800051443--,448772.375749389--
1077,GOTO 가양점,강서구,서울특별시 강서구 등촌동 73 1번지 금부빌딩 지하1층 ,186966.036176588--,451047.287263879--
1078,웨이트마스터GYM,강서구,서울특별시 강서구 마곡동 795 5번지 마곡사이언스파크뷰 305호 ,185514-------,450890-------
1079,MH 토탈휘트니스 화곡점,강서구,서울특별시 강서구 화곡동 982 17번지 크라운뷰 크라운타워 15층 일부호 ,186456.187657133--,449645.45192818-- 
1080,벨르피티,강서구,서울특별시 강서구 화곡동 898 1번지 화곡심포니타워 504호 ,186424.391650186--,447580.544751681--
1081,짐에브리원3,강서구,서울특별시 강서구 등촌동 628 7번지 아벨테크노 B107호 ,187142.520159168--,450809.366186016--
1082,J BODYLAB,동작구,서울특별시 동작구 대방동 401 7,192955.080893359,444167.172550378
1083,짐박스피트니스 신림4호점,관악구,서울특별시 관악구 신림동 107 123,194349.19279559,441431.83060494
1084,건강한 운동,강서구,서울특별시 강서구 마곡동 796 3번지 마곡사이언스타워 505호 ,185247-------,450934-------
1085,에이블짐 마곡나루점,강서구,서울특별시 강서구 마곡동 759 3번지 보타닉파크타워Ⅰ 12층 ,184557-------,451787-------
1086,아놀드홍짐 염창점2,강서구,서울특별시 강서구 염창동 244 15번지 세우빌딩 지층 좌측호 ,188508.502580715--,450136.973259432--
1087,이지 스트랭스,강서구,서울특별시 강서구 마곡동 326 11번지 A동 ,184277.540321509--,452229.797709717--
1088,바크짐,강서구,서울특별시 강서구 공항동 45 19번지 대룡드림타워 II- 지하1층 ,183046.486354734--,451078.900756--- 
1089,리폼드 크로스핏,강서구,서울특별시 강서구 마곡동 757 2번지 마곡나루역프라이빗타워Ⅱ B105호,184733-------,451884-------
1090,공감 휘트니스,강서구,서울특별시 강서구 내발산동 677 9번지 신양빌딩 지층 ,185513.959571873--,450107.59482462-- 
1091,팻다운짐,동대문구,서울특별시 동대문구 이문동 288 26,205309.743378991,454890.591043526
1092,파씨 헬스클럽,강서구,서울특별시 강서구 화곡동 897 5번지 2층 ,186551.955134072--,447579.375157577--
1093,라이프 헬스센타,강서구,서울특별시 강서구 등촌동 632 9번지 준희빌딩 8층 ,188017.676607021--,450332.811349223--
1094,스키니짐,강서구,서울특별시 강서구 화곡동 1075 3번지 콤마빌딩 4층 ,185820.579860318--,448788.208335435--
1095,포에버 퀸즈짐,강서구,서울특별시 강서구 내발산동 722 15번지 지하1층 2호 ,185311.91303637-- ,449552.462819786--
1096,아이앤지 짐,강서구,서울특별시 강서구 염창동 282 23번지 2층 ,188843.428976776--,449461.15251245-- 
1097,옵티멀 무브,강서구,서울특별시 강서구 마곡동 739 3번지 에스비타운 1003~1004호 ,183897-------,451681-------
1098,아임핏 피트니스 퍼스널트레이닝,강서구,서울특별시 강서구 등촌동 654 50번지 23층(202301302호) ,187225.562637915--,450301.409775262--
1099,타운케이 휘트니스,광진구,서울특별시 광진구 자양동 636 10,206977.90755825,447726.461035191
1100,팀스파르타짐,강서구,서울특별시 강서구 방화동 180 7 4층,183846.102699972,452293.455519022
1101,애플짐플러스,강서구,서울특별시 강서구 내발산동 750 1번지 7층 ,184589.971673382--,450120.866113567--
1102,열린산업개발 토탈휘트니스,강서구,서울특별시 강서구 방화동 487 12번지 열린빌딩 2층 ,183090.805509245--,452349.671029508--
1103,인스타일 휘트니스,강서구,서울특별시 강서구 등촌동 639 11번지 강서홈플러스 4층 ,187119.948165892--,450691.593173724--
1104,코카머슬로즈PT,강서구,서울특별시 강서구 화곡동 1076 19번지 302호 ,185883.862278207--,448800.716215251--
1105,마블짐 휘트니스,강서구,서울특별시 강서구 마곡동 795 7번지 열린프라자 503호,185593-------,450880-------
1106,MAREE PT,강서구,서울특별시 강서구 가양동 1479 6번지 401호,186816.486134083--,451287.544509919--
1107,파워 헬스,강서구,서울특별시 강서구 화곡동 888 17번지 3층 ,186670.573035116--,447385.475690118--
1108,저스트짐,강서구,서울특별시 강서구 화곡동 781 4번지 수남빌딩 34층 ,187864.485714298--,447729.114323802--
1109,스카이 핏,강서구,서울특별시 강서구 가양동 129 15번지 202호,185932.779741553--,451742.761245712--
1110,GYM the Classic,강서구,서울특별시 강서구 등촌동 678번지 동진빌딩 5층 ,185803.568847664--,451060.322190277--
1111,핏 플러스짐,강서구,서울특별시 강서구 등촌동 628 13번지 현대프린스텔 B01~3호,187239.182172485--,450877.798368564--
1112,더핏불,강서구,서울특별시 강서구 마곡동 743 4번지 마곡엠밸리 7단지 704동 202호,184368.686658363--,451726.49215700000-
1113,헬스 라이프,강서구,서울특별시 강서구 화곡동 353 63번지 1층 ,185991.723528994--,447949.844239854--
1114,강서구민올림픽체육센터,강서구,서울특별시 강서구 등촌동 707 3번지 ,186727.379732369--,450834.348807318--
1115,피티밤,동대문구,서울특별시 동대문구 회기동 108 6,204541.824264478,454552.390351247
1116,영헬스피아,강서구,서울특별시 강서구 화곡동 775 3번지 ,187850.584181126--,447996.663214871--
1117,GOTO 방화점,강서구,서울특별시 강서구 방화동 829 4번지 금강프라자빌딩 10층 ,183366.101249557--,452817.469477897--
1118,라이프플러스 휘트니스 강서점,강서구,서울특별시 강서구 염창동 240 21번지 우림블루나인비즈니스센터 A동 B107호,187952.560027898--,450562.020225978--
1119,핵 짐,강서구,서울특별시 강서구 등촌동 628 1번지 8층 ,187131.789306609--,450927.486847784--
1120,메이크바디,강서구,서울특별시 강서구 마곡동 757번지 두산더랜드파크 A 309~313호 ,-,-
1121,FITNESS EL,강서구,서울특별시 강서구 염창동 282 19번지 현대아이파크아파트 101동 106호,188953.293071222--,449482.995275203--
1122,레몬트리짐,강서구,서울특별시 강서구 방화동 621 14번지 2층 ,182959.976679854--,451108.842950439--
1123,바디코드,강서구,서울특별시 강서구 마곡동 794 1번지 우성에스비타워 901호,185660-------,450884-------
1124,스타짐,강서구,서울특별시 강서구 화곡동 370 39번지 2층 ,185699.207165455--,448088.463634727--
1125,랩스휘트니스 까치산,강서구,서울특별시 강서구 화곡동 898 1번지 화곡심포니타워 8층 ,186424.391650186--,447580.544751681--
1126,피트니스 2.0,강서구,서울특별시 강서구 마곡동 794 1번지 우성에스비타워 705706호 ,185660-------,450884-------
1127,쉐어짐,강서구,서울특별시 강서구 마곡동 800 1번지 문영 퀸즈파크11차 317318호 ,185584.646537729--,450276.79933949-- 
1128,GGpark,강서구,서울특별시 강서구 마곡동 359 11번지 2층 ,184318.136608012--,451742.122734873--
1129,아이엔지 휘트니스,강서구,서울특별시 강서구 등촌동 506 12번지 2층 ,187876.858025357--,449835.866583523--
1130,K 휘트니스2,강서구,서울특별시 강서구 방화동 580 129번지 지층 ,183363.530266001--,451848.003208534--
1131,바디체크짐,강서구,서울특별시 강서구 마곡동 739 3번지 에스비타운 305306호 ,183897-------,451681-------
1132,에스핏 피티 스튜디오,강서구,서울특별시 강서구 마곡동 739 3번지 에스비타운 702호,183897-------,451681-------
1133,슈퍼맨 짐,강서구,서울특별시 강서구 염창동 282 26번지 3층 ,188783.060728518--,449449.350136307--
1134,아놀드홍짐 염창점,강서구,서울특별시 강서구 염창동 244 15번지 세우빌딩 201호,188508.502580715--,450136.973259432--
1135,AKA 크로스핏,강서구,서울특별시 강서구 등촌동 678 13번지 B1층 ,185770.955892733--,450956.362946787--
1136,에이블짐 수명산파크점,강서구,서울특별시 강서구 내발산동 750 9번지 웨스트엔드문화센터 801호 ,184615.262498687--,450059.812591304--
1137,아놀드홍 휘트니스 홈플러스 강서점,강서구,서울특별시 강서구 등촌동 639 11번지 홈플러스 강서점 점3층 B3호 아놀드홍 코너 ,187119.948165892--,450691.593173724--
1138,마곡레포츠센터,강서구,서울특별시 강서구 마곡동 56 22번지 지상 2층 ,185094.886688333--,452325.784336192--
1139,더 나아짐,강서구,서울특별시 강서구 마곡동 739 1번지 마곡더블유타워 604호,183758-------,451652-------
1140,크로스핏 팬덤,강서구,서울특별시 강서구 화곡동 1074 12번지 청산빌딩1 B1층 ,185697.914575041--,448754.441792265--
1141,BREAK CALORIE,강서구,서울특별시 강서구 마곡동 739 2번지 우성르보아투 208호,183837-------,451687-------
1142,WON GYM,강서구,서울특별시 강서구 내발산동 646 1번지 순봉빌딩 307호,185769.038881853--,450647.924741271--
1143,커브스 마곡클럽,강서구,서울특별시 강서구 마곡동 739 2번지 우성르보아투 3층 309호,183837-------,451687-------
1144,아놀드홍 휘트니스 홈플러스 가양점,강서구,서울특별시 강서구 가양동 18 24번지 홈플러스가양점 지하1층 G2호 아놀드홍코너 ,186687.131804431--,451342.773451086--
1145,카이로스 짐,강서구,서울특별시 강서구 등촌동 691 1번지 등촌동성아파트 상가 지층101~104107~116호 ,186306.591389157--,451299.052435066--
1146,S 메디스포,강서구,서울특별시 강서구 등촌동 637 B111호,187494.079333054,450527.699600801
1147,스파인랩,송파구,서울특별시 송파구 문정동 652 송파법조타운푸르지오,-,-
1148,백제헬스크럽,강서구,서울특별시 강서구 화곡동 359 54번지 ,185684.370684392--,447853.183910005--
1149,(주)스퀘어짐,강서구,서울특별시 강서구 등촌동 662 3번지 신송타워 지하1층 B1 01호~B1 03호 ,187798.02856017-- ,450024.717106037--
1150,렛츠런 24hour 휘트니스,강서구,서울특별시 강서구 화곡동 343 52번지 도양라비앙타워 B201호,186366.013413728--,447719.836723478--
1151,주식회사 인어스,강서구,서울특별시 강서구 마곡동 723 2번지 5층일부(504호) 6층 ,185601.392686575--,450753.253040285--
1152,휘트니스 팜 마곡센터,강서구,서울특별시 강서구 마곡동 772 5번지 리더스퀘어마곡 403409502503509510 ,185144-------,450938-------
1153,이재규 스포츠 재활,강서구,서울특별시 강서구 마곡동 768 2번지 동익드미라벨복합빌딩 801836호 ,184386-------,451226-------
1154,가양스포츠클럽,강서구,서울특별시 강서구 가양동 190번지 3층 ,185920.509227929--,452044.379121132--
1155,짐에브리원,강서구,서울특별시 강서구 염창동 240 21번지 우림블루나인비즈니스센터 A 511 ,187952.560027898--,450562.020225978--
1156,JY FITNESS,강서구,서울특별시 강서구 화곡동 343 1번지 동진빌딩 B2 2층동 ,186327.695010664--,447795.940273305--
1157,라이트핏,강서구,서울특별시 강서구 마곡동 757 5번지 안강프라이빗타워 310~311호 ,184723-------,451825-------
1158,Coca Muscle 휘트니스,강서구,서울특별시 강서구 화곡동 778 15번지 ,187742.226975007--,447800.511257905--
1159,리썸바디 필라니스,강서구,서울특별시 강서구 마곡동 760번지 마곡나루역보타닉푸르지오시티 215~217호 ,184650-------,451667-------
